month,no,date,time,soil_temp,surfacetemp,air_temp,hu,?
sep,125865,22.09.2023,00:00:00,18.375,18.5,18.3125,465,202
,125866,22.09.2023,00:15:00,18.375,18.4375,18.25,465,202
,125867,22.09.2023,00:30:00,18.3125,18.375,18.25,465,202
,125868,22.09.2023,00:45:00,18.25,18.375,18.125,464,202
,125869,22.09.2023,01:00:00,18.25,18.3125,18.125,464,202
,125870,22.09.2023,01:15:00,18.25,18.25,18.125,464,202
,125871,22.09.2023,01:30:00,18.1875,18.25,18.0625,464,202
,125872,22.09.2023,01:45:00,18.125,18.25,18,463,202
,125873,22.09.2023,02:00:00,18.125,18.1875,18,463,202
,125874,22.09.2023,02:15:00,18.125,18.125,18,463,202
,125875,22.09.2023,02:30:00,18.125,18.125,17.9375,463,202
,125876,22.09.2023,02:45:00,18.0625,18.125,17.875,463,202
,125877,22.09.2023,03:00:00,18,18.0625,17.875,463,202
,125878,22.09.2023,03:15:00,18,18.0625,17.875,463,202
,125879,22.09.2023,03:30:00,18,18,17.875,463,202
,125880,22.09.2023,03:45:00,18,18,17.875,463,202
,125881,22.09.2023,04:00:00,18,18,17.875,463,202
,125882,22.09.2023,04:15:00,18,18,17.8125,463,202
,125883,22.09.2023,04:30:00,18,18,17.8125,462,202
,125884,22.09.2023,04:45:00,17.9375,18,17.75,462,202
,125885,22.09.2023,05:00:00,17.9375,18,17.75,462,202
,125886,22.09.2023,05:15:00,17.875,17.9375,17.75,462,202
,125887,22.09.2023,05:30:00,17.875,17.9375,17.75,462,202
,125888,22.09.2023,05:45:00,17.875,17.875,17.75,462,202
,125889,22.09.2023,06:00:00,17.875,17.875,17.75,462,202
,125890,22.09.2023,06:15:00,17.875,17.875,17.6875,462,202
,125891,22.09.2023,06:30:00,17.875,17.875,17.6875,462,202
,125892,22.09.2023,06:45:00,17.875,17.875,17.6875,462,202
,125893,22.09.2023,07:00:00,17.875,17.875,17.6875,462,202
,125894,22.09.2023,07:15:00,17.875,17.875,17.75,462,202
,125895,22.09.2023,07:30:00,17.875,17.875,17.75,462,202
,125896,22.09.2023,07:45:00,18,17.875,17.75,462,202
,125897,22.09.2023,08:00:00,18,17.9375,17.875,462,202
,125898,22.09.2023,08:15:00,18,18,17.875,462,202
,125899,22.09.2023,08:30:00,18,18,17.875,462,202
